device_type,brand,model,symptom_text,diagnosis,components,repair_time,success_rate,technician_level
laptop,Lenovo,Universal,wifi adapter not detected Fn F8 airplane mode driver Lenovo,Network failure,Wifi card;Driver;Airplane mode,30,85.0,Intermediate
laptop,Lenovo,Universal,wifi keeps disconnecting power management Lenovo driver,Network failure,Wifi driver;Power management,15,88.0,Beginner
laptop,Lenovo,Universal,bluetooth not working service driver Lenovo,Network failure,Bluetooth driver;Bluetooth service,15,88.0,Beginner
laptop,Lenovo,Universal,unauthorized network card ThinkPad Wi-Fi whitelist FRU,Network failure,Wifi card;Lenovo FRU authorized card,15,95.0,Beginner
laptop,Lenovo,Universal,Killer wifi slow Legion gaming driver suite,Network failure,Killer Wifi driver;Killer performance suite,15,88.0,Beginner
laptop,Lenovo,Universal,BIOS update failed Lenovo Novo button recovery BIOS.CAP USB,BIOS corruption,BIOS;USB BIOS.CAP recovery;Novo button,60,70.0,Advanced
laptop,Lenovo,Universal,real time clock error CMOS battery dead Lenovo,CMOS battery failure,CMOS battery;RTC circuit,15,95.0,Beginner
laptop,Lenovo,Universal,secure boot prevents USB boot Lenovo F1 BIOS security,BIOS configuration,BIOS settings;Secure boot,15,95.0,Beginner
laptop,Lenovo,Universal,TPM not detected BitLocker key Lenovo BIOS security,BIOS configuration,TPM;BIOS settings;Microsoft account,30,88.0,Intermediate
laptop,Lenovo,Universal,system security invalid password HDD BIOS Lenovo locked,BIOS configuration,BIOS password;HDD password;Motherboard,60,40.0,Advanced
laptop,Lenovo,Universal,battery cannot be identified non-genuine Lenovo Vantage warning,Battery failure,Battery;Lenovo Vantage,15,95.0,Beginner
laptop,Lenovo,Universal,liquid spilled water damage Lenovo ThinkPad drain holes,Liquid damage,Motherboard;Keyboard;Battery;Isopropyl alcohol,120,60.0,Advanced
laptop,Lenovo,Universal,broken hinge IdeaPad Yoga cracked plastic mounts common,Physical damage,Hinge assembly;Lid assembly;Back cover,60,85.0,Intermediate
laptop,Lenovo,Universal,cracked palmrest Lenovo dropped physical damage,Physical damage,Palmrest;Bottom cover,60,90.0,Intermediate
laptop,Lenovo,Universal,broken DC jack soldered Lenovo charging port loose,DC jack failure,DC jack;Motherboard,90,80.0,Advanced
laptop,Lenovo,Universal,broken USB-C port Yoga Lenovo physical damage microsoldering,Physical damage,USB-C port;Motherboard,90,65.0,Advanced
laptop,Lenovo,Universal,laptop fell dropped Lenovo won't turn on cracked motherboard,Motherboard failure,Motherboard;RAM;SSD,120,50.0,Advanced
laptop,Lenovo,Universal,screen cracked Yoga ThinkPad X1 Carbon expensive LCD,Screen damage,LCD panel,60,95.0,Intermediate
laptop,Apple,Universal,PPT001 battery not detected Apple diagnostics,Battery failure,Battery;Battery connector,30,90.0,Beginner
laptop,Apple,Universal,PPT002 battery requires service Apple diagnostics worn,Battery failure,Battery,15,95.0,Beginner
laptop,Apple,Universal,PPT003 battery not charging Apple diagnostics charging circuit SMC,Battery failure,Battery;Charger;SMC;Logic board,30,85.0,Beginner
laptop,Apple,Universal,PPF001 fan failure Apple diagnostics CPU fan,Cooling system failure,Fan;Heatsink,30,90.0,Beginner
laptop,Apple,Universal,PPF002 fan speed out of range Apple diagnostics bearing worn,Cooling system failure,Fan,30,90.0,Beginner
laptop,Apple,Universal,PPM001 memory RAM failure Apple diagnostics soldered,RAM failure,Motherboard;Soldered RAM,120,45.0,Advanced
laptop,Apple,Universal,PPM002 memory controller failure CPU RAM controller Apple,RAM failure,Motherboard;CPU;RAM controller,120,40.0,Advanced
laptop,Apple,Universal,PPD001 display LCD failure Apple diagnostics panel cable,Display failure,LCD panel;LCD cable,60,85.0,Intermediate
laptop,Apple,Universal,PPD002 display backlight failure Apple diagnostics,Backlight failure,LCD panel;Backlight circuit;Logic board,60,80.0,Intermediate
laptop,Apple,Universal,PDR001 trackpad failure Apple diagnostics cable,Trackpad failure,Trackpad;Trackpad cable,30,88.0,Intermediate
laptop,Apple,Universal,PDS001 storage SSD failure Apple diagnostics controller,Storage failure,SSD;SSD controller;Motherboard,60,75.0,Advanced
laptop,Apple,Universal,PDS002 storage controller failure T2 chip SSD,Storage failure,T2 chip;SSD controller;Motherboard,120,50.0,Advanced
laptop,Apple,Universal,NDL001 wifi adapter not detected Apple diagnostics card,Network failure,Wifi card;Antenna;Logic board,30,85.0,Intermediate
laptop,Apple,Universal,NDL002 bluetooth failure Apple diagnostics module,Network failure,Bluetooth module;Wifi card,30,85.0,Intermediate
laptop,Apple,Universal,VFD001 audio speaker failure Apple diagnostics,Audio failure,Speakers;Audio IC,45,75.0,Intermediate
laptop,Apple,Universal,MacBook absolutely dead no chime no fan no light on charger,Power supply failure,Charger;MagSafe;USB-C;SMC;Logic board,60,70.0,Intermediate
laptop,Apple,Universal,chime sounds black screen fans spin no display MacBook,GPU failure,GPU;LCD panel;Logic board,90,60.0,Advanced
laptop,Apple,Universal,MacBook powers on Apple logo appears then black screen,Software issue,OS;SSD;T2 firmware;Recovery mode,60,80.0,Intermediate
laptop,Apple,Universal,folder with question mark no bootable OS SSD not detected,Storage failure,SSD;OS;Boot drive;Recovery mode,60,82.0,Intermediate
laptop,Apple,Universal,prohibitory sign circle with slash on boot incompatible macOS,Software issue,OS;macOS version;Recovery mode,30,85.0,Beginner
laptop,Apple,Universal,kernel panic multilingual restart message MacBook,RAM failure,RAM;OS;SSD;Logic board,60,75.0,Intermediate
laptop,Apple,Universal,MacBook boots to white screen no Apple logo GPU firmware,GPU failure,GPU;Logic board;NVRAM,90,55.0,Advanced
laptop,Apple,Universal,MacBook boots to blue screen GPU failure 2011,GPU failure,GPU;Logic board,120,50.0,Advanced
laptop,Apple,Universal,MacBook support.apple.com/mac/restore screen T2 firmware,BIOS corruption,T2 chip;Firmware;Apple Configurator 2,60,65.0,Advanced
laptop,Apple,Universal,SMC reset MacBook battery not charging fan always on backlight,Power supply failure,SMC;Battery;Fan;Logic board,15,85.0,Beginner
laptop,Apple,Universal,NVRAM PRAM reset MacBook display issues startup disk resolution,Software issue,NVRAM;Display;Startup disk;Sound settings,15,85.0,Beginner
laptop,Apple,Universal,MacBook won't turn on T2 press hold power button 10 seconds,Power supply failure,T2 chip;SMC;Logic board,15,80.0,Beginner
laptop,Apple,Universal,Flexgate screen goes black when opened past 45 degrees 2016 2017 2018 Pro,LCD cable failure,LCD cable;Display assembly;Hinge,90,80.0,Advanced
laptop,Apple,Universal,Flexgate backlight uneven stage light dark spots bottom screen,Backlight failure,LCD cable;Display assembly;Backlight,90,80.0,Advanced
laptop,Apple,Universal,Staingate anti-reflective coating peeling off screen Retina 2012 2013 2014 2015,Screen damage,Display assembly;Anti-reflective coating,60,85.0,Intermediate
laptop,Apple,Universal,butterfly keyboard keys sticky mushy don't click 2016 2017 2018 2019,Keyboard failure,Keyboard;Butterfly mechanism;Top case,60,88.0,Intermediate
laptop,Apple,Universal,butterfly keyboard key repeats when pressed once debris mechanism,Keyboard failure,Keyboard;Butterfly mechanism;Compressed air,30,85.0,Beginner
laptop,Apple,Universal,butterfly keyboard spacebar only works one side stabilizer broken,Keyboard failure,Keyboard;Spacebar;Top case,60,88.0,Intermediate
laptop,Apple,Universal,2011 MacBook Pro 15 AMD GPU failure black screen blue screen,GPU failure,GPU;AMD chip;Logic board,120,45.0,Advanced
laptop,Apple,Universal,Service Battery warning macOS worn battery cycles 1000,Battery failure,Battery,15,95.0,Beginner
laptop,Apple,Universal,MacBook not charging plugged in SMC charger battery,Battery failure,Battery;Charger;SMC;Logic board,30,85.0,Beginner
laptop,Apple,Universal,battery stuck at 1 percent 0 percent SMC communication,Battery failure,Battery;SMC,15,90.0,Beginner
laptop,Apple,Universal,MacBook only works plugged in battery dead won't hold charge,Battery failure,Battery,30,90.0,Beginner
laptop,Apple,Universal,swollen battery MacBook trackpad hard to click case bulging fire hazard,Battery failure,Battery,15,98.0,Beginner
laptop,Apple,Universal,MagSafe charger LED dim flickering logic board DC-in,Power supply failure,Charger;MagSafe;Logic board DC-in,30,75.0,Intermediate
laptop,Apple,Universal,MagSafe LED green but not charging SMC battery disconnected,Battery failure,Battery;SMC;Battery connector,15,90.0,Beginner
laptop,Apple,Universal,MacBook shuts down at 20 30 percent battery calibration dead cell,Battery failure,Battery;Battery calibration,15,90.0,Beginner
laptop,Apple,Universal,USB-C charging MacBook stops certain percentage firmware PPT003,Battery failure,Battery;USB-C firmware;SMC,30,85.0,Beginner
laptop,Apple,Universal,vertical lines on MacBook screen LCD GPU failure,Display failure,LCD panel;GPU;Logic board,60,80.0,Intermediate
laptop,Apple,Universal,screen pink green tint flickering LCD cable GPU MacBook,Display failure,LCD cable;GPU;LCD panel,45,80.0,Intermediate
laptop,Apple,Universal,MacBook screen black external monitor works LCD backlight,Backlight failure,LCD panel;Backlight;Logic board backlight IC,60,82.0,Intermediate
laptop,Apple,Universal,MacBook screen black external also black GPU logic board,GPU failure,GPU;Logic board,120,45.0,Advanced
laptop,Apple,Universal,white spots pressure marks screen MacBook physical damage,Screen damage,LCD panel,45,90.0,Intermediate
laptop,Apple,Universal,screen goes black moving lid hinge LCD cable MacBook,LCD cable failure,LCD cable;Hinge;Display assembly,60,85.0,Intermediate
laptop,Apple,Universal,True Tone not working ambient light sensor cable 2018,Display failure,Ambient light sensor;LCD cable;NVRAM,30,80.0,Intermediate
laptop,Apple,Universal,horizontal lines moving across screen LCD controller MacBook,Display failure,LCD panel;Display assembly,60,82.0,Intermediate
laptop,Apple,Universal,screen cracked MacBook Retina Yoga X1 replace display assembly,Screen damage,Display assembly;LCD panel,90,90.0,Advanced
laptop,Apple,Universal,random kernel panic restarts MacBook PPM001 RAM,RAM failure,Motherboard;Soldered RAM,90,50.0,Advanced
laptop,Apple,Universal,MacBook freezes under load video editing RAM memory,RAM failure,RAM;Motherboard,90,55.0,Advanced
laptop,Apple,Universal,MacBook only 8GB RAM shows less than expected Apple Silicon,RAM failure,Motherboard;Unified memory,90,50.0,Advanced
laptop,Apple,Universal,folder question mark MacBook SSD not detected no OS,Storage failure,SSD;Boot drive;OS,60,82.0,Intermediate
laptop,Apple,Universal,MacBook extremely slow boot 5 minutes SSD failing,Storage failure,SSD;File system;Disk Utility,90,78.0,Intermediate
laptop,Apple,Universal,kernel panic NVMe storage SSD controller T2,Storage failure,SSD;T2 chip;SSD controller,90,65.0,Advanced
laptop,Apple,Universal,this disk is locked FileVault T2 security encrypted,Storage failure,FileVault;T2 chip;Password;Recovery mode,30,80.0,Intermediate
laptop,Apple,Universal,MacBook Pro 2013 2014 2015 SSD not detected proprietary blade,Storage failure,Proprietary SSD;SSD connector;M.2 adapter,60,80.0,Intermediate
laptop,Apple,Universal,SSD health degradation M1 MacBook high swap usage 8GB,Storage failure,SSD;Swap usage;Unified memory,90,60.0,Advanced
laptop,Apple,Universal,MacBook fan loud constantly hot dust thermal paste Activity Monitor,Cooling system failure,Fan;Thermal paste;Heat sink,45,90.0,Beginner
laptop,Apple,Universal,one fan spins other doesn't MacBook Pro 15 inch,Cooling system failure,Fan;Fan debris,30,90.0,Beginner
laptop,Apple,Universal,MacBook shuts down under load video editing gaming thermal trip,Cooling system failure,Fan;Thermal paste;Heat sink;Macs Fan Control,45,90.0,Intermediate
laptop,Apple,Universal,fan runs max speed at idle MacBook SMC temperature sensor PPF001,Cooling system failure,SMC;Temperature sensor;Fan,30,85.0,Intermediate
laptop,Apple,Universal,no fan noise MacBook very hot dead fan disconnected,Cooling system failure,Fan;Fan connector,30,88.0,Intermediate
laptop,Apple,Universal,your system was restarted because of a problem overheating kernel,Cooling system failure,Fan;Thermal paste;Heat sink,45,85.0,Intermediate
laptop,Apple,Universal,trackpad clicks but cursor doesn't move MacBook swollen battery cable,Trackpad failure,Battery;Trackpad cable;Trackpad,30,85.0,Beginner
laptop,Apple,Universal,trackpad doesn't click no haptic feedback MacBook swollen battery,Trackpad failure,Battery;Trackpad;Haptic motor,30,85.0,Beginner
laptop,Apple,Universal,Force Touch trackpad not responding logic board T2 cable,Trackpad failure,Trackpad cable;Logic board;T2,45,75.0,Advanced
laptop,Apple,Universal,keyboard backlight not working MacBook F6 cable top case,Keyboard failure,Keyboard;Keyboard backlight;F6 key,15,90.0,Beginner
laptop,Apple,Universal,Touch Bar not working MacBook Pro 2016 2017 2018 2019 T2,Keyboard failure,Touch Bar;T2 chip;Top case;SMC,60,70.0,Advanced
laptop,Apple,Universal,Touch ID button not working fingerprint sensor T2 MacBook,Keyboard failure,Touch ID;T2 chip;Power button,30,75.0,Intermediate
laptop,Apple,Universal,no sound speakers MacBook headphones work audio IC 2016 2017 2018,Audio failure,Speakers;Audio IC;Logic board,45,70.0,Advanced
laptop,Apple,Universal,no sound headphones MacBook speakers work dirty jack optical sensor,Audio failure,Headphone jack;Optical sensor;Audio board,15,90.0,Beginner
laptop,Apple,Universal,crackling distorted sound MacBook speaker driver update,Audio failure,Speakers;Audio driver;macOS update,30,82.0,Beginner
laptop,Apple,Universal,microphone not working MacBook privacy settings T2 logic board,Audio failure,Microphone;Privacy settings;T2 chip,15,85.0,Beginner
laptop,Apple,Universal,no output devices found MacBook sound settings audio IC reball,Audio failure,Audio IC;Logic board;NVRAM,45,70.0,Advanced
laptop,Apple,Universal,speakers pop hiss when idle MacBook ground loop audio IC,Audio failure,Audio IC;Logic board;macOS update,30,72.0,Intermediate
laptop,Apple,Universal,wifi not turning on MacBook hardware NDL001 card antenna,Network failure,Wifi card;Antenna;Logic board,30,82.0,Intermediate
laptop,Apple,Universal,wifi no hardware installed MacBook logic board card dead,Network failure,Wifi card;Logic board;Antenna,45,75.0,Intermediate
laptop,Apple,Universal,wifi keeps disconnecting MacBook interference driver router,Network failure,Wifi driver;Wifi channel;Router,15,88.0,Beginner
laptop,Apple,Universal,bluetooth not finding devices MacBook module reset shift option,Network failure,Bluetooth module;Bluetooth driver,15,88.0,Beginner
laptop,Apple,Universal,Handoff Continuity not working MacBook iCloud Bluetooth,Network failure,Bluetooth;iCloud;Handoff settings,15,88.0,Beginner
laptop,Apple,Universal,USB-C port not charging MacBook dirt firmware different port,USB failure,USB-C port;Charger;Firmware;Logic board,30,82.0,Intermediate
laptop,Apple,Universal,USB-C works data but not charging MacBook power delivery IC,USB failure,USB-C port;Power delivery IC;Logic board,45,72.0,Advanced
laptop,Apple,Universal,all USB-C ports dead MacBook T2 chip logic board SMC,USB failure,USB-C port;T2 chip;Logic board;SMC,60,60.0,Advanced
laptop,Apple,Universal,external monitor not working USB-C MacBook cable firmware adapter,USB failure,USB-C cable;Firmware;DisplayPort adapter,15,88.0,Beginner
laptop,Apple,Universal,T2 chip won't turn on press hold power button 10 seconds,BIOS corruption,T2 chip;Firmware;Logic board,15,80.0,Beginner
laptop,Apple,Universal,bridge OS kernel panic T2 firmware bug macOS update,BIOS corruption,T2 chip;Firmware;macOS update;SMC,30,78.0,Intermediate
laptop,Apple,Universal,no bootable drive after macOS update T2 security FileVault,BIOS configuration,T2 chip;Startup Security;FileVault;Recovery mode,30,80.0,Intermediate
laptop,Apple,Universal,T2 Mac firmware corrupt Apple Configurator 2 restore DFU,BIOS corruption,T2 chip;Firmware;Apple Configurator 2,60,65.0,Advanced
laptop,Apple,Universal,M1 M2 M3 MacBook stuck on Apple logo progress bar corrupt OS,Software issue,macOS;OS update;Recovery mode,30,85.0,Beginner
laptop,Apple,Universal,M1 MacBook only one external monitor limited display,Software issue,M1 chip;DisplayLink adapter;External display,15,92.0,Beginner
laptop,Apple,Universal,Rosetta 2 apps crashing M1 M2 MacBook translation layer,Software issue,Rosetta 2;App update;macOS,15,92.0,Beginner
laptop,Apple,Universal,Apple Silicon MacBook won't turn on battery drained firmware,Power supply failure,Battery;Charger;Apple Silicon firmware,15,85.0,Beginner
laptop,Apple,Universal,liquid spilled MacBook no drain holes flip upside down,Liquid damage,Logic board;Keyboard;Battery;Isopropyl alcohol,120,55.0,Advanced
laptop,Apple,Universal,liquid spill indicator LSI red pink MacBook warranty voided,Liquid damage,Logic board;LSI sticker;Isopropyl alcohol,120,55.0,Advanced
laptop,Apple,Universal,cracked MacBook screen Retina closed with object keyboard,Screen damage,Display assembly;LCD panel,90,90.0,Advanced
laptop,Apple,Universal,broken hinge loose lid MacBook dropped worn,Physical damage,Hinge;Display assembly,90,80.0,Advanced
laptop,Apple,Universal,dented bottom case MacBook dropped logic board damage,Physical damage,Bottom case;Logic board,60,75.0,Advanced
laptop,Apple,Universal,your computer restarted because of a problem kernel panic MacBook,Software issue,RAM;SSD;Logic board;Apple Diagnostics,60,75.0,Intermediate
laptop,Apple,Universal,no bootable device macOS recovery SSD not detected MacBook,Storage failure,SSD;Boot drive;Recovery mode;Disk Utility,60,82.0,Intermediate
laptop,Apple,Universal,the version of macOS is not compatible with this Mac,Software issue,macOS version;Recovery mode;Compatibility,15,95.0,Beginner
laptop,Apple,Universal,battery not detected MacBook connector dead battery,Battery failure,Battery;Battery connector,30,90.0,Beginner
laptop,ASUS,Universal,power LED 1 blink CPU processor failure ASUS soldered,CPU failure,CPU;Motherboard,120,40.0,Advanced
laptop,ASUS,Universal,power LED 2 blinks RAM not detected memory ASUS,RAM failure,RAM;RAM slot,30,90.0,Beginner
laptop,ASUS,Universal,power LED 3 blinks motherboard chipset failure ASUS,Motherboard failure,Motherboard;Chipset,120,45.0,Advanced
laptop,ASUS,Universal,power LED 4 blinks all RAM sticks failed memory subsystem ASUS,RAM failure,RAM;Motherboard,30,80.0,Intermediate
laptop,ASUS,Universal,power LED 5 blinks CMOS battery RTC failure ASUS,CMOS battery failure,CMOS battery;RTC circuit,15,95.0,Beginner
laptop,ASUS,Universal,power LED 6 blinks video GPU graphics failure ASUS,GPU failure,GPU;LCD panel;Motherboard,120,50.0,Advanced
laptop,ASUS,Universal,power LED 7 blinks CPU thermal shutdown overheating ASUS,Cooling system failure,Fan;Heat sink;Thermal paste,45,90.0,Intermediate
laptop,ASUS,Universal,power LED 8 blinks LCD display failure panel cable ASUS,Display failure,LCD panel;LCD cable,60,88.0,Intermediate
laptop,ASUS,Universal,power LED continuous fast blink power rail short voltage regulator,Motherboard failure,Motherboard;Voltage regulator,120,40.0,Advanced
laptop,ASUS,Universal,1 beep pause 2 beeps RAM not detected ASUS memory,RAM failure,RAM;RAM slot,30,90.0,Beginner
laptop,ASUS,Universal,1 beep pause 3 beeps RAM failure read write error ASUS,RAM failure,RAM;RAM slot,30,85.0,Beginner
laptop,ASUS,Universal,1 beep pause 4 beeps battery critically low ASUS,Battery failure,Battery;Charger,15,95.0,Beginner
laptop,ASUS,Universal,2 beeps CMOS battery error ASUS,CMOS battery failure,CMOS battery,15,95.0,Beginner
laptop,ASUS,Universal,3 beeps motherboard chipset failure ASUS,Motherboard failure,Motherboard;Chipset,120,45.0,Advanced
laptop,ASUS,Universal,5 beeps CPU failure ASUS processor,CPU failure,CPU;Motherboard,120,40.0,Advanced
laptop,ASUS,Universal,6 beeps video GPU graphics failure ASUS,GPU failure,GPU;Motherboard,120,50.0,Advanced
laptop,ASUS,Universal,7 beeps CPU thermal shutdown cooling ASUS,Cooling system failure,Fan;Heat sink;Thermal paste,45,90.0,Intermediate
laptop,ASUS,Universal,8 beeps LCD display failure ASUS panel cable,Display failure,LCD panel;LCD cable,60,88.0,Intermediate
laptop,ASUS,Universal,continuous short beeps power rail short ASUS motherboard,Motherboard failure,Motherboard;Power rail,120,40.0,Advanced
laptop,ASUS,Universal,absolutely dead no lights no fan no power ASUS,Power supply failure,Power adapter;DC jack;Battery;EC firmware,60,75.0,Intermediate
laptop,ASUS,Universal,power LED on screen black no logo RAM BIOS GPU ASUS,RAM failure,RAM;BIOS;GPU;LCD,60,78.0,Intermediate
laptop,ASUS,Universal,ASUS turns on fans spin screen black no display,RAM failure,RAM;LCD;GPU;BIOS,60,78.0,Intermediate
laptop,ASUS,Universal,ASUS powers on shuts off 2 to 5 seconds short circuit VRM,Motherboard failure,Motherboard;VRM;CPU,90,55.0,Advanced
laptop,ASUS,Universal,boot loop ASUS turns on off repeatedly corrupt BIOS,BIOS corruption,BIOS;Power IC;Motherboard,60,65.0,Advanced
laptop,ASUS,Universal,ASUS logo appears then black screen corrupt OS drive,Boot failure,OS;HDD;SSD;Drivers,60,80.0,Intermediate
laptop,ASUS,Universal,ASUS hard reset disconnect battery AC hold power 40 seconds,Power supply failure,EC firmware;Battery;Charger,30,80.0,Beginner
laptop,ASUS,Universal,ASUS battery won't charge past 60 percent MyASUS Battery Health Charging Maximum Lifespan Mode,Battery failure,Battery;MyASUS Battery Health Charging;Full Capacity Mode,15,99.0,Beginner
laptop,ASUS,Universal,ASUS battery stops at 80 percent plugged in not charging Balanced Mode,Battery failure,Battery;MyASUS;Balanced Mode;Full Capacity Mode,15,99.0,Beginner
laptop,ASUS,Universal,plugged in not charging ASUS MyASUS battery health feature 60 80,Battery failure,Battery;MyASUS Battery Health Charging,15,98.0,Beginner
laptop,ASUS,Universal,ASUS battery not detected Windows EC frozen hard reset,Battery failure,Battery;Battery connector;EC controller,30,85.0,Beginner
laptop,ASUS,Universal,swollen battery ASUS puffed up trackpad bulging case fire hazard,Battery failure,Battery,15,98.0,Beginner
laptop,ASUS,Universal,ASUS laptop only works plugged in battery completely dead,Battery failure,Battery;Charging circuit;Motherboard,30,88.0,Beginner
laptop,ASUS,Universal,ASUS battery drains fast 30 minutes worn MyASUS health check,Battery failure,Battery;MyASUS Battery Health,15,95.0,Beginner
laptop,ASUS,Universal,ASUS charger LED off dead charger bad DC jack 19V barrel USB-C,Power supply failure,Charger;DC jack;Power adapter,30,85.0,Beginner
laptop,ASUS,Universal,ASUS laptop shuts down 20 30 percent battery calibration dead cell,Battery failure,Battery;Battery calibration,15,90.0,Beginner
laptop,ASUS,Universal,AC adapter wattage not recognized ASUS wrong charger,Power supply failure,Charger;Power adapter;Wattage,15,95.0,Beginner
laptop,ASUS,Universal,battery cannot be identified ASUS communication failure connector,Battery failure,Battery;Battery connector,15,90.0,Beginner
laptop,ASUS,Universal,2 blinks ASUS RAM not detected reseat memory,RAM failure,RAM;RAM slot,30,90.0,Beginner
laptop,ASUS,Universal,Windows shows less RAM than installed ASUS slot bad,RAM failure,RAM;RAM slot,15,90.0,Beginner
laptop,ASUS,Universal,random blue screens different error codes ASUS memory,RAM failure,RAM;RAM slot,30,88.0,Intermediate
laptop,ASUS,Universal,freezes at ASUS logo splash screen RAM BIOS,RAM failure,RAM;BIOS;RAM slot,30,85.0,Intermediate
laptop,ASUS,Universal,soldered RAM failure ZenBook Vivobook motherboard replacement,RAM failure,Motherboard;Soldered RAM,120,45.0,Advanced
laptop,ASUS,Universal,laptop boots freezes heavy load RAM ASUS MyASUS diagnostics,RAM failure,RAM;Cooling;RAM slot,45,82.0,Intermediate
laptop,ASUS,Universal,no bootable device found ASUS black screen no OS F2 BIOS,Storage failure,HDD;SSD;BIOS boot order,60,85.0,Intermediate
laptop,ASUS,Universal,operating system not found ASUS corrupt bootloader boot order,Boot failure,OS;Bootloader;HDD;BIOS,60,85.0,Intermediate
laptop,ASUS,Universal,clicking grinding noise hard drive ASUS mechanical failure,Storage failure,HDD;SATA cable,60,85.0,Intermediate
laptop,ASUS,Universal,very slow boot ASUS MyASUS hardware diagnostics storage test,Storage failure,HDD;SSD;Startup items,90,80.0,Intermediate
laptop,ASUS,Universal,NVMe SSD not detected ASUS Intel RST RAID AHCI SATA mode,Storage failure,NVMe SSD;BIOS SATA mode;Intel RST;M.2 slot,45,82.0,Intermediate
laptop,ASUS,Universal,SMART error on boot ASUS drive predicted to fail,Storage failure,HDD;SSD,30,85.0,Beginner
laptop,ASUS,Universal,SSD detected BIOS not Windows ASUS driver partition corrupt,Storage failure,SSD;Driver;Partition;diskpart,45,78.0,Intermediate
laptop,ASUS,Universal,invalid system disk ASUS boot order wrong drive failing,Storage failure,HDD;SSD;Boot order;BIOS,45,82.0,Intermediate
laptop,ASUS,Universal,screen flickering ASUS ZenBook OLED refresh rate driver,Display failure,LCD panel;GPU driver;Refresh rate,45,85.0,Intermediate
laptop,ASUS,Universal,vertical horizontal lines screen ASUS press bezel cable,Display failure,LCD panel;LCD cable,60,85.0,Intermediate
laptop,ASUS,Universal,screen dim backlight failure ASUS MyASUS LCD test flashlight,Backlight failure,LCD panel;Backlight;Logic board,60,80.0,Intermediate
laptop,ASUS,Universal,external monitor works internal screen black ASUS LCD cable,Display failure,LCD panel;LCD cable;Lid sensor,60,88.0,Intermediate
laptop,ASUS,Universal,touchscreen not working ASUS Vivobook Flip ZenBook Flip driver cable,Trackpad failure,Touch driver;Touch cable;Digitizer,30,85.0,Intermediate
laptop,ASUS,Universal,screen white spots pressure marks physical damage ASUS,Screen damage,LCD panel,45,90.0,Intermediate
laptop,ASUS,Universal,screen goes black moving lid hinge LCD cable Vivobook ASUS,LCD cable failure,LCD cable;Hinge,45,90.0,Intermediate
laptop,ASUS,Universal,8 blinks LCD failure ASUS power LED display panel,Display failure,LCD panel;LCD cable,60,88.0,Intermediate
laptop,ASUS,Universal,OLED burn-in ZenBook Pro ROG static image pixel refresh MyASUS,Screen damage,OLED panel;Pixel refresh;MyASUS,30,80.0,Intermediate
laptop,ASUS,Universal,screen yellow tint color profile failing LCD ASUS calibration,Display failure,LCD panel;Color profile;Display calibration,30,80.0,Intermediate
laptop,ASUS,Universal,screen cracked ASUS ZenBook ROG broken display,Screen damage,LCD panel,60,95.0,Intermediate
laptop,ASUS,Universal,fans loud constantly ASUS dust gaming mode Armoury Crate Turbo,Cooling system failure,Fan;Vents;Thermal paste;Armoury Crate,45,90.0,Beginner
laptop,ASUS,Universal,fan rattling grinding noise ASUS ROG TUF worn bearing left fan,Cooling system failure,Fan,30,90.0,Beginner
laptop,ASUS,Universal,ASUS laptop very hot fan never spins dead fan Armoury Crate curve,Cooling system failure,Fan;Fan connector;Fan curve settings,30,88.0,Intermediate
laptop,ASUS,Universal,sudden shutdown gaming ROG TUF thermal trip CPU GPU overheat,Cooling system failure,Fan;Heat sink;Thermal paste,45,90.0,Intermediate
laptop,ASUS,Universal,thermal error on boot ASUS overheating detected cooling,Cooling system failure,Fan;Heat sink;Thermal paste,45,88.0,Intermediate
laptop,ASUS,Universal,laptop throttles slow FPS games ASUS ROG power limit undervolt,Thermal throttling,CPU;Thermal paste;Fan;Intel XTU;ThrottleStop,45,85.0,Intermediate
laptop,ASUS,Universal,one fan spins other doesn't ASUS ROG 15 inch dead fan,Cooling system failure,Fan;Fan debris,30,90.0,Beginner
laptop,ASUS,Universal,7 blinks CPU thermal shutdown ASUS immediate cooling clean,Cooling system failure,Fan;Heat sink;Thermal paste,45,90.0,Intermediate
laptop,ASUS,Universal,specific keys not working ASUS liquid debris keyboard,Keyboard failure,Keyboard;Ribbon cable;Top cover,45,90.0,Intermediate
laptop,ASUS,Universal,keyboard backlight not working ASUS Fn F3 F4 Armoury Crate,Keyboard failure,Keyboard;Keyboard backlight;Fn key;Armoury Crate,15,90.0,Beginner
laptop,ASUS,Universal,RGB not working ASUS ROG Armoury Crate dead LEDs reinstall,Keyboard failure,Keyboard;RGB LEDs;Armoury Crate;EC firmware,30,85.0,Beginner
laptop,ASUS,Universal,trackpad not responding ASUS disabled Fn F9 F10 driver ZenBook Vivobook,Trackpad failure,Trackpad;Trackpad cable;Driver;Fn key,30,88.0,Beginner
laptop,ASUS,Universal,trackpad buttons stuck ASUS swollen battery physical damage,Trackpad failure,Trackpad;Battery;Palmrest,30,85.0,Beginner
laptop,ASUS,Universal,NumberPad not working ZenBook ASUS driver firmware update,Keyboard failure,NumberPad;ASUS NumberPad driver;Cable,15,90.0,Beginner
laptop,ASUS,Universal,USB port not working ASUS chipset driver dead port,USB failure,USB port;Chipset driver;Motherboard,30,85.0,Beginner
