device_type,brand,model,symptom_text,diagnosis,components,repair_time,success_rate,technician_level
laptop,Dell,XPS 13,dropped device cracked case,Physical damage,Chassis;Hinges;Case;Frame,66,79.6,Intermediate
laptop,Dell,XPS 13,bent frame after sitting on it,Physical damage,Chassis;Hinges;Case;Frame,56,83.6,Intermediate
laptop,Dell,XPS 13,buttons physically broken,Physical damage,Chassis;Hinges;Case;Frame,57,76.7,Intermediate
laptop,Dell,XPS 13,housing cracked from impact,Physical damage,Chassis;Hinges;Case;Frame,58,81.3,Intermediate
laptop,Dell,XPS 13,device dented from fall,Physical damage,Chassis;Hinges;Case;Frame,69,83.3,Intermediate
laptop,Dell,XPS 13,device powers on but no display,Motherboard failure,Motherboard;CPU;GPU;Chipset,140,65.8,Expert
laptop,Dell,XPS 13,random shutdowns motherboard issue,Motherboard failure,Motherboard;CPU;GPU;Chipset,146,67.9,Expert
laptop,Dell,XPS 13,short circuit smell burning,Motherboard failure,Motherboard;CPU;GPU;Chipset,142,63.3,Expert
laptop,Dell,XPS 13,no boot beep codes,Motherboard failure,Motherboard;CPU;GPU;Chipset,144,65.6,Expert
laptop,Dell,XPS 13,device turns on for few seconds then dies,Motherboard failure,Motherboard;CPU;GPU;Chipset,144,61.7,Expert
laptop,ThinkPad,X1 Carbon,won't turn on no power black screen,Power supply failure,Power adapter;Battery;Motherboard;Power jack,66,92.3,Intermediate
laptop,ThinkPad,X1 Carbon,completely dead not responding to power button,Power supply failure,Power adapter;Battery;Motherboard;Power jack,50,92.9,Intermediate
laptop,ThinkPad,X1 Carbon,no lights no signs of life,Power supply failure,Power adapter;Battery;Motherboard;Power jack,68,86.8,Intermediate
laptop,ThinkPad,X1 Carbon,power button not working device dead,Power supply failure,Power adapter;Battery;Motherboard;Power jack,53,93.0,Intermediate
laptop,ThinkPad,X1 Carbon,tried charging overnight still won't turn on,Power supply failure,Power adapter;Battery;Motherboard;Power jack,65,91.9,Intermediate
laptop,ThinkPad,X1 Carbon,dead battery not charging,Battery failure,Battery;Charging port;Battery connector,52,94.9,Beginner
laptop,ThinkPad,X1 Carbon,battery drains very fast only lasts 30 minutes,Battery failure,Battery;Charging port;Battery connector,49,92.2,Beginner
laptop,ThinkPad,X1 Carbon,charging but percentage not increasing,Battery failure,Battery;Charging port;Battery connector,47,95.6,Beginner
laptop,ThinkPad,X1 Carbon,battery swollen device bulging,Battery failure,Battery;Charging port;Battery connector,39,93.2,Beginner
laptop,ThinkPad,X1 Carbon,shows charging but battery percentage drops,Battery failure,Battery;Charging port;Battery connector,36,97.1,Beginner
laptop,ThinkPad,X1 Carbon,screen cracked broken display,Screen damage,Display;LCD panel;Touch digitizer;Display cable,78,92.2,Advanced
laptop,ThinkPad,X1 Carbon,display shattered touch not working,Screen damage,Display;LCD panel;Touch digitizer;Display cable,66,91.5,Advanced
laptop,ThinkPad,X1 Carbon,black spots on screen after drop,Screen damage,Display;LCD panel;Touch digitizer;Display cable,69,99.9,Advanced
laptop,ThinkPad,X1 Carbon,screen flickering lines across display,Screen damage,Display;LCD panel;Touch digitizer;Display cable,82,92.8,Advanced
laptop,ThinkPad,X1 Carbon,half screen not working after fall,Screen damage,Display;LCD panel;Touch digitizer;Display cable,78,94.3,Advanced
laptop,ThinkPad,X1 Carbon,screen stays black but device is on,Display malfunction,Display cable;LCD panel;Inverter board;Backlight,59,84.2,Intermediate
laptop,ThinkPad,X1 Carbon,display very dim can barely see anything,Display malfunction,Display cable;LCD panel;Inverter board;Backlight,62,87.1,Intermediate
laptop,ThinkPad,X1 Carbon,screen flickers when moving lid,Display malfunction,Display cable;LCD panel;Inverter board;Backlight,54,81.6,Intermediate
laptop,ThinkPad,X1 Carbon,vertical lines on display,Display malfunction,Display cable;LCD panel;Inverter board;Backlight,58,86.4,Intermediate
laptop,ThinkPad,X1 Carbon,screen goes black randomly,Display malfunction,Display cable;LCD panel;Inverter board;Backlight,59,85.9,Intermediate
laptop,ThinkPad,X1 Carbon,slow performance lag freezing,Software issue,RAM;SSD;Operating system;Drivers,84,88.6,Intermediate
laptop,ThinkPad,X1 Carbon,apps crash constantly won't stay open,Software issue,RAM;SSD;Operating system;Drivers,93,87.1,Intermediate
laptop,ThinkPad,X1 Carbon,system freezes need to force restart,Software issue,RAM;SSD;Operating system;Drivers,96,81.4,Intermediate
laptop,ThinkPad,X1 Carbon,very slow takes forever to open anything,Software issue,RAM;SSD;Operating system;Drivers,99,83.0,Intermediate
laptop,ThinkPad,X1 Carbon,keeps restarting on its own,Software issue,RAM;SSD;Operating system;Drivers,86,88.6,Intermediate
laptop,ThinkPad,X1 Carbon,overheating fan loud hot,Cooling system failure,Fan;Heat sink;Thermal paste;Cooling system,60,86.6,Intermediate
laptop,ThinkPad,X1 Carbon,device gets extremely hot can't touch it,Cooling system failure,Fan;Heat sink;Thermal paste;Cooling system,66,91.9,Intermediate
laptop,ThinkPad,X1 Carbon,fan running at full speed very noisy,Cooling system failure,Fan;Heat sink;Thermal paste;Cooling system,54,92.7,Intermediate
laptop,ThinkPad,X1 Carbon,shuts down due to overheating,Cooling system failure,Fan;Heat sink;Thermal paste;Cooling system,52,86.5,Intermediate
laptop,ThinkPad,X1 Carbon,bottom gets burning hot during use,Cooling system failure,Fan;Heat sink;Thermal paste;Cooling system,59,84.1,Intermediate
laptop,ThinkPad,X1 Carbon,wifi not connecting no internet,Network failure,Wifi card;Network drivers;Antenna;Bluetooth module,30,89.7,Beginner
laptop,ThinkPad,X1 Carbon,bluetooth won't turn on greyed out,Network failure,Wifi card;Network drivers;Antenna;Bluetooth module,39,89.6,Beginner
laptop,ThinkPad,X1 Carbon,wifi keeps disconnecting every few minutes,Network failure,Wifi card;Network drivers;Antenna;Bluetooth module,24,93.2,Beginner
laptop,ThinkPad,X1 Carbon,can't find any wifi networks,Network failure,Wifi card;Network drivers;Antenna;Bluetooth module,35,87.6,Beginner
laptop,ThinkPad,X1 Carbon,network adapter not detected,Network failure,Wifi card;Network drivers;Antenna;Bluetooth module,21,87.0,Beginner
laptop,ThinkPad,X1 Carbon,keyboard not working some keys,Keyboard failure,Keyboard;Ribbon cable;Keyboard controller,42,94.9,Intermediate
laptop,ThinkPad,X1 Carbon,several keys don't respond when pressed,Keyboard failure,Keyboard;Ribbon cable;Keyboard controller,54,85.9,Intermediate
laptop,ThinkPad,X1 Carbon,keyboard types wrong characters,Keyboard failure,Keyboard;Ribbon cable;Keyboard controller,54,93.5,Intermediate
laptop,ThinkPad,X1 Carbon,spacebar and enter key not working,Keyboard failure,Keyboard;Ribbon cable;Keyboard controller,55,91.2,Intermediate
laptop,ThinkPad,X1 Carbon,liquid spilled on keyboard not working,Keyboard failure,Keyboard;Ribbon cable;Keyboard controller,39,94.5,Intermediate
laptop,ThinkPad,X1 Carbon,no sound speaker audio issue,Audio failure,Speakers;Audio jack;Audio drivers;Sound card,27,89.9,Beginner
laptop,ThinkPad,X1 Carbon,speakers crackling distorted sound,Audio failure,Speakers;Audio jack;Audio drivers;Sound card,22,81.7,Beginner
laptop,ThinkPad,X1 Carbon,microphone not working during calls,Audio failure,Speakers;Audio jack;Audio drivers;Sound card,38,81.2,Beginner
laptop,ThinkPad,X1 Carbon,audio only works with headphones,Audio failure,Speakers;Audio jack;Audio drivers;Sound card,31,82.0,Beginner
laptop,ThinkPad,X1 Carbon,one speaker not working,Audio failure,Speakers;Audio jack;Audio drivers;Sound card,21,85.3,Beginner
laptop,ThinkPad,X1 Carbon,usb ports not working,USB failure,USB ports;Motherboard;USB controller,53,84.1,Intermediate
laptop,ThinkPad,X1 Carbon,usb devices not recognized,USB failure,USB ports;Motherboard;USB controller,46,83.2,Intermediate
laptop,ThinkPad,X1 Carbon,charging port loose not connecting properly,USB failure,USB ports;Motherboard;USB controller,52,85.5,Intermediate
laptop,ThinkPad,X1 Carbon,usb port physically damaged,USB failure,USB ports;Motherboard;USB controller,49,85.6,Intermediate
laptop,ThinkPad,X1 Carbon,some usb ports work others don't,USB failure,USB ports;Motherboard;USB controller,46,82.0,Intermediate
laptop,ThinkPad,X1 Carbon,camera not working,Camera failure,Webcam;Camera cable;Camera drivers,53,87.3,Intermediate
laptop,ThinkPad,X1 Carbon,camera shows black screen,Camera failure,Webcam;Camera cable;Camera drivers,45,91.7,Intermediate
laptop,ThinkPad,X1 Carbon,camera blurry won't focus,Camera failure,Webcam;Camera cable;Camera drivers,38,83.8,Intermediate
laptop,ThinkPad,X1 Carbon,front camera works but rear camera doesn't,Camera failure,Webcam;Camera cable;Camera drivers,53,91.1,Intermediate
laptop,ThinkPad,X1 Carbon,camera app crashes when opened,Camera failure,Webcam;Camera cable;Camera drivers,49,83.5,Intermediate
laptop,ThinkPad,X1 Carbon,hard drive not detected,Storage failure,SSD;HDD;Storage controller;SATA cable,79,70.5,Advanced
laptop,ThinkPad,X1 Carbon,storage full can't save anything,Storage failure,SSD;HDD;Storage controller;SATA cable,66,72.7,Advanced
laptop,ThinkPad,X1 Carbon,ssd failed system won't boot,Storage failure,SSD;HDD;Storage controller;SATA cable,66,72.3,Advanced
laptop,ThinkPad,X1 Carbon,corrupted storage data loss,Storage failure,SSD;HDD;Storage controller;SATA cable,65,65.7,Advanced
laptop,ThinkPad,X1 Carbon,disk errors constant warnings,Storage failure,SSD;HDD;Storage controller;SATA cable,70,73.2,Advanced
laptop,ThinkPad,X1 Carbon,dropped in water won't turn on,Water damage,Motherboard;Keyboard;Battery;Display,112,60.5,Expert
laptop,ThinkPad,X1 Carbon,liquid damage corrosion visible,Water damage,Motherboard;Keyboard;Battery;Display,124,57.1,Expert
laptop,ThinkPad,X1 Carbon,water indicator triggered device wet,Water damage,Motherboard;Keyboard;Battery;Display,127,61.8,Expert
laptop,ThinkPad,X1 Carbon,coffee spilled on device not working,Water damage,Motherboard;Keyboard;Battery;Display,128,62.0,Expert
laptop,ThinkPad,X1 Carbon,moisture inside screen foggy display,Water damage,Motherboard;Keyboard;Battery;Display,111,58.2,Expert
laptop,ThinkPad,X1 Carbon,dropped device cracked case,Physical damage,Chassis;Hinges;Case;Frame,69,80.1,Intermediate
laptop,ThinkPad,X1 Carbon,bent frame after sitting on it,Physical damage,Chassis;Hinges;Case;Frame,69,82.3,Intermediate
laptop,ThinkPad,X1 Carbon,buttons physically broken,Physical damage,Chassis;Hinges;Case;Frame,58,78.5,Intermediate
laptop,ThinkPad,X1 Carbon,housing cracked from impact,Physical damage,Chassis;Hinges;Case;Frame,67,76.0,Intermediate
laptop,ThinkPad,X1 Carbon,device dented from fall,Physical damage,Chassis;Hinges;Case;Frame,66,77.2,Intermediate
laptop,ThinkPad,X1 Carbon,device powers on but no display,Motherboard failure,Motherboard;CPU;GPU;Chipset,151,64.3,Expert
laptop,ThinkPad,X1 Carbon,random shutdowns motherboard issue,Motherboard failure,Motherboard;CPU;GPU;Chipset,140,65.7,Expert
laptop,ThinkPad,X1 Carbon,short circuit smell burning,Motherboard failure,Motherboard;CPU;GPU;Chipset,152,69.1,Expert
laptop,ThinkPad,X1 Carbon,no boot beep codes,Motherboard failure,Motherboard;CPU;GPU;Chipset,154,65.4,Expert
laptop,ThinkPad,X1 Carbon,device turns on for few seconds then dies,Motherboard failure,Motherboard;CPU;GPU;Chipset,143,61.7,Expert
laptop,HP,Spectre x360,won't turn on no power black screen,Power supply failure,Power adapter;Battery;Motherboard;Power jack,64,87.3,Intermediate
laptop,HP,Spectre x360,completely dead not responding to power button,Power supply failure,Power adapter;Battery;Motherboard;Power jack,62,86.5,Intermediate
laptop,HP,Spectre x360,no lights no signs of life,Power supply failure,Power adapter;Battery;Motherboard;Power jack,70,85.6,Intermediate
laptop,HP,Spectre x360,power button not working device dead,Power supply failure,Power adapter;Battery;Motherboard;Power jack,55,93.4,Intermediate
laptop,HP,Spectre x360,tried charging overnight still won't turn on,Power supply failure,Power adapter;Battery;Motherboard;Power jack,58,93.4,Intermediate
laptop,HP,Spectre x360,dead battery not charging,Battery failure,Battery;Charging port;Battery connector,44,94.2,Beginner
laptop,HP,Spectre x360,battery drains very fast only lasts 30 minutes,Battery failure,Battery;Charging port;Battery connector,49,98.5,Beginner
laptop,HP,Spectre x360,charging but percentage not increasing,Battery failure,Battery;Charging port;Battery connector,48,93.6,Beginner
laptop,HP,Spectre x360,battery swollen device bulging,Battery failure,Battery;Charging port;Battery connector,50,98.9,Beginner
laptop,HP,Spectre x360,shows charging but battery percentage drops,Battery failure,Battery;Charging port;Battery connector,52,91.8,Beginner
laptop,HP,Spectre x360,screen cracked broken display,Screen damage,Display;LCD panel;Touch digitizer;Display cable,77,98.2,Advanced
laptop,HP,Spectre x360,display shattered touch not working,Screen damage,Display;LCD panel;Touch digitizer;Display cable,72,91.4,Advanced
laptop,HP,Spectre x360,black spots on screen after drop,Screen damage,Display;LCD panel;Touch digitizer;Display cable,68,91.3,Advanced
laptop,HP,Spectre x360,screen flickering lines across display,Screen damage,Display;LCD panel;Touch digitizer;Display cable,83,90.8,Advanced
laptop,HP,Spectre x360,half screen not working after fall,Screen damage,Display;LCD panel;Touch digitizer;Display cable,75,91.2,Advanced
laptop,HP,Spectre x360,screen stays black but device is on,Display malfunction,Display cable;LCD panel;Inverter board;Backlight,65,81.1,Intermediate
laptop,HP,Spectre x360,display very dim can barely see anything,Display malfunction,Display cable;LCD panel;Inverter board;Backlight,64,80.3,Intermediate
laptop,HP,Spectre x360,screen flickers when moving lid,Display malfunction,Display cable;LCD panel;Inverter board;Backlight,53,84.3,Intermediate
laptop,HP,Spectre x360,vertical lines on display,Display malfunction,Display cable;LCD panel;Inverter board;Backlight,54,81.5,Intermediate
laptop,HP,Spectre x360,screen goes black randomly,Display malfunction,Display cable;LCD panel;Inverter board;Backlight,55,82.1,Intermediate
laptop,HP,Spectre x360,slow performance lag freezing,Software issue,RAM;SSD;Operating system;Drivers,83,86.3,Intermediate
laptop,HP,Spectre x360,apps crash constantly won't stay open,Software issue,RAM;SSD;Operating system;Drivers,94,83.4,Intermediate
laptop,HP,Spectre x360,system freezes need to force restart,Software issue,RAM;SSD;Operating system;Drivers,88,87.7,Intermediate
laptop,HP,Spectre x360,very slow takes forever to open anything,Software issue,RAM;SSD;Operating system;Drivers,90,85.0,Intermediate
laptop,HP,Spectre x360,keeps restarting on its own,Software issue,RAM;SSD;Operating system;Drivers,84,89.6,Intermediate
laptop,HP,Spectre x360,overheating fan loud hot,Cooling system failure,Fan;Heat sink;Thermal paste;Cooling system,58,87.0,Intermediate
laptop,HP,Spectre x360,device gets extremely hot can't touch it,Cooling system failure,Fan;Heat sink;Thermal paste;Cooling system,69,84.2,Intermediate
laptop,HP,Spectre x360,fan running at full speed very noisy,Cooling system failure,Fan;Heat sink;Thermal paste;Cooling system,53,90.3,Intermediate
laptop,HP,Spectre x360,shuts down due to overheating,Cooling system failure,Fan;Heat sink;Thermal paste;Cooling system,63,91.8,Intermediate
laptop,HP,Spectre x360,bottom gets burning hot during use,Cooling system failure,Fan;Heat sink;Thermal paste;Cooling system,53,90.0,Intermediate
laptop,HP,Spectre x360,wifi not connecting no internet,Network failure,Wifi card;Network drivers;Antenna;Bluetooth module,40,89.8,Beginner
laptop,HP,Spectre x360,bluetooth won't turn on greyed out,Network failure,Wifi card;Network drivers;Antenna;Bluetooth module,40,89.4,Beginner
laptop,HP,Spectre x360,wifi keeps disconnecting every few minutes,Network failure,Wifi card;Network drivers;Antenna;Bluetooth module,30,91.4,Beginner
laptop,HP,Spectre x360,can't find any wifi networks,Network failure,Wifi card;Network drivers;Antenna;Bluetooth module,23,92.0,Beginner
laptop,HP,Spectre x360,network adapter not detected,Network failure,Wifi card;Network drivers;Antenna;Bluetooth module,38,96.9,Beginner
laptop,HP,Spectre x360,keyboard not working some keys,Keyboard failure,Keyboard;Ribbon cable;Keyboard controller,40,86.1,Intermediate
laptop,HP,Spectre x360,several keys don't respond when pressed,Keyboard failure,Keyboard;Ribbon cable;Keyboard controller,35,93.8,Intermediate
laptop,HP,Spectre x360,keyboard types wrong characters,Keyboard failure,Keyboard;Ribbon cable;Keyboard controller,48,90.3,Intermediate
laptop,HP,Spectre x360,spacebar and enter key not working,Keyboard failure,Keyboard;Ribbon cable;Keyboard controller,55,86.4,Intermediate
laptop,HP,Spectre x360,liquid spilled on keyboard not working,Keyboard failure,Keyboard;Ribbon cable;Keyboard controller,47,92.9,Intermediate
laptop,HP,Spectre x360,no sound speaker audio issue,Audio failure,Speakers;Audio jack;Audio drivers;Sound card,37,85.1,Beginner
laptop,HP,Spectre x360,speakers crackling distorted sound,Audio failure,Speakers;Audio jack;Audio drivers;Sound card,37,83.8,Beginner
laptop,HP,Spectre x360,microphone not working during calls,Audio failure,Speakers;Audio jack;Audio drivers;Sound card,24,86.7,Beginner
laptop,HP,Spectre x360,audio only works with headphones,Audio failure,Speakers;Audio jack;Audio drivers;Sound card,26,81.1,Beginner
laptop,HP,Spectre x360,one speaker not working,Audio failure,Speakers;Audio jack;Audio drivers;Sound card,22,87.1,Beginner
laptop,HP,Spectre x360,usb ports not working,USB failure,USB ports;Motherboard;USB controller,42,86.1,Intermediate
laptop,HP,Spectre x360,usb devices not recognized,USB failure,USB ports;Motherboard;USB controller,47,90.4,Intermediate
laptop,HP,Spectre x360,charging port loose not connecting properly,USB failure,USB ports;Motherboard;USB controller,39,84.6,Intermediate
laptop,HP,Spectre x360,usb port physically damaged,USB failure,USB ports;Motherboard;USB controller,43,83.0,Intermediate
laptop,HP,Spectre x360,some usb ports work others don't,USB failure,USB ports;Motherboard;USB controller,45,88.9,Intermediate
laptop,HP,Spectre x360,camera not working,Camera failure,Webcam;Camera cable;Camera drivers,42,82.1,Intermediate
laptop,HP,Spectre x360,camera shows black screen,Camera failure,Webcam;Camera cable;Camera drivers,54,82.1,Intermediate
laptop,HP,Spectre x360,camera blurry won't focus,Camera failure,Webcam;Camera cable;Camera drivers,38,87.0,Intermediate
laptop,HP,Spectre x360,front camera works but rear camera doesn't,Camera failure,Webcam;Camera cable;Camera drivers,50,83.6,Intermediate
laptop,HP,Spectre x360,camera app crashes when opened,Camera failure,Webcam;Camera cable;Camera drivers,52,89.4,Intermediate
laptop,HP,Spectre x360,hard drive not detected,Storage failure,SSD;HDD;Storage controller;SATA cable,74,69.4,Advanced
laptop,HP,Spectre x360,storage full can't save anything,Storage failure,SSD;HDD;Storage controller;SATA cable,74,69.2,Advanced
laptop,HP,Spectre x360,ssd failed system won't boot,Storage failure,SSD;HDD;Storage controller;SATA cable,71,74.5,Advanced
laptop,HP,Spectre x360,corrupted storage data loss,Storage failure,SSD;HDD;Storage controller;SATA cable,70,65.9,Advanced
laptop,HP,Spectre x360,disk errors constant warnings,Storage failure,SSD;HDD;Storage controller;SATA cable,71,66.9,Advanced
laptop,HP,Spectre x360,dropped in water won't turn on,Water damage,Motherboard;Keyboard;Battery;Display,123,58.7,Expert
laptop,HP,Spectre x360,liquid damage corrosion visible,Water damage,Motherboard;Keyboard;Battery;Display,119,59.0,Expert
laptop,HP,Spectre x360,water indicator triggered device wet,Water damage,Motherboard;Keyboard;Battery;Display,129,61.1,Expert
laptop,HP,Spectre x360,coffee spilled on device not working,Water damage,Motherboard;Keyboard;Battery;Display,112,55.7,Expert
laptop,HP,Spectre x360,moisture inside screen foggy display,Water damage,Motherboard;Keyboard;Battery;Display,119,56.0,Expert
laptop,HP,Spectre x360,dropped device cracked case,Physical damage,Chassis;Hinges;Case;Frame,50,76.5,Intermediate
laptop,HP,Spectre x360,bent frame after sitting on it,Physical damage,Chassis;Hinges;Case;Frame,66,82.5,Intermediate
laptop,HP,Spectre x360,buttons physically broken,Physical damage,Chassis;Hinges;Case;Frame,54,81.2,Intermediate
laptop,HP,Spectre x360,housing cracked from impact,Physical damage,Chassis;Hinges;Case;Frame,61,75.1,Intermediate
laptop,HP,Spectre x360,device dented from fall,Physical damage,Chassis;Hinges;Case;Frame,66,75.9,Intermediate
laptop,HP,Spectre x360,device powers on but no display,Motherboard failure,Motherboard;CPU;GPU;Chipset,151,62.9,Expert
laptop,HP,Spectre x360,random shutdowns motherboard issue,Motherboard failure,Motherboard;CPU;GPU;Chipset,159,64.8,Expert
laptop,HP,Spectre x360,short circuit smell burning,Motherboard failure,Motherboard;CPU;GPU;Chipset,152,63.5,Expert
laptop,HP,Spectre x360,no boot beep codes,Motherboard failure,Motherboard;CPU;GPU;Chipset,145,60.5,Expert
laptop,HP,Spectre x360,device turns on for few seconds then dies,Motherboard failure,Motherboard;CPU;GPU;Chipset,156,62.8,Expert
laptop,Lenovo,Legion 5,won't turn on no power black screen,Power supply failure,Power adapter;Battery;Motherboard;Power jack,69,88.9,Intermediate
laptop,Lenovo,Legion 5,completely dead not responding to power button,Power supply failure,Power adapter;Battery;Motherboard;Power jack,57,87.3,Intermediate
laptop,Lenovo,Legion 5,no lights no signs of life,Power supply failure,Power adapter;Battery;Motherboard;Power jack,58,88.8,Intermediate
laptop,Lenovo,Legion 5,power button not working device dead,Power supply failure,Power adapter;Battery;Motherboard;Power jack,50,89.8,Intermediate
laptop,Lenovo,Legion 5,tried charging overnight still won't turn on,Power supply failure,Power adapter;Battery;Motherboard;Power jack,68,91.4,Intermediate
laptop,Lenovo,Legion 5,dead battery not charging,Battery failure,Battery;Charging port;Battery connector,36,91.2,Beginner
laptop,Lenovo,Legion 5,battery drains very fast only lasts 30 minutes,Battery failure,Battery;Charging port;Battery connector,54,91.8,Beginner
laptop,Lenovo,Legion 5,charging but percentage not increasing,Battery failure,Battery;Charging port;Battery connector,35,97.3,Beginner
laptop,Lenovo,Legion 5,battery swollen device bulging,Battery failure,Battery;Charging port;Battery connector,47,97.4,Beginner
laptop,Lenovo,Legion 5,shows charging but battery percentage drops,Battery failure,Battery;Charging port;Battery connector,53,94.3,Beginner
laptop,Lenovo,Legion 5,screen cracked broken display,Screen damage,Display;LCD panel;Touch digitizer;Display cable,76,95.3,Advanced
laptop,Lenovo,Legion 5,display shattered touch not working,Screen damage,Display;LCD panel;Touch digitizer;Display cable,74,99.4,Advanced
laptop,Lenovo,Legion 5,black spots on screen after drop,Screen damage,Display;LCD panel;Touch digitizer;Display cable,75,91.3,Advanced
laptop,Lenovo,Legion 5,screen flickering lines across display,Screen damage,Display;LCD panel;Touch digitizer;Display cable,83,94.8,Advanced
laptop,Lenovo,Legion 5,half screen not working after fall,Screen damage,Display;LCD panel;Touch digitizer;Display cable,73,95.1,Advanced
laptop,Lenovo,Legion 5,screen stays black but device is on,Display malfunction,Display cable;LCD panel;Inverter board;Backlight,58,87.7,Intermediate
laptop,Lenovo,Legion 5,display very dim can barely see anything,Display malfunction,Display cable;LCD panel;Inverter board;Backlight,69,81.7,Intermediate
laptop,Lenovo,Legion 5,screen flickers when moving lid,Display malfunction,Display cable;LCD panel;Inverter board;Backlight,69,86.2,Intermediate
laptop,Lenovo,Legion 5,vertical lines on display,Display malfunction,Display cable;LCD panel;Inverter board;Backlight,54,82.5,Intermediate
laptop,Lenovo,Legion 5,screen goes black randomly,Display malfunction,Display cable;LCD panel;Inverter board;Backlight,63,82.5,Intermediate
laptop,Lenovo,Legion 5,slow performance lag freezing,Software issue,RAM;SSD;Operating system;Drivers,95,87.0,Intermediate
laptop,Lenovo,Legion 5,apps crash constantly won't stay open,Software issue,RAM;SSD;Operating system;Drivers,84,89.7,Intermediate
laptop,Lenovo,Legion 5,system freezes need to force restart,Software issue,RAM;SSD;Operating system;Drivers,93,81.7,Intermediate
laptop,Lenovo,Legion 5,very slow takes forever to open anything,Software issue,RAM;SSD;Operating system;Drivers,98,81.7,Intermediate
laptop,Lenovo,Legion 5,keeps restarting on its own,Software issue,RAM;SSD;Operating system;Drivers,88,84.2,Intermediate
laptop,Lenovo,Legion 5,overheating fan loud hot,Cooling system failure,Fan;Heat sink;Thermal paste;Cooling system,64,87.0,Intermediate
laptop,Lenovo,Legion 5,device gets extremely hot can't touch it,Cooling system failure,Fan;Heat sink;Thermal paste;Cooling system,52,83.4,Intermediate
laptop,Lenovo,Legion 5,fan running at full speed very noisy,Cooling system failure,Fan;Heat sink;Thermal paste;Cooling system,55,91.7,Intermediate
laptop,Lenovo,Legion 5,shuts down due to overheating,Cooling system failure,Fan;Heat sink;Thermal paste;Cooling system,58,92.4,Intermediate
laptop,Lenovo,Legion 5,bottom gets burning hot during use,Cooling system failure,Fan;Heat sink;Thermal paste;Cooling system,63,91.6,Intermediate
laptop,Lenovo,Legion 5,wifi not connecting no internet,Network failure,Wifi card;Network drivers;Antenna;Bluetooth module,27,89.6,Beginner
laptop,Lenovo,Legion 5,bluetooth won't turn on greyed out,Network failure,Wifi card;Network drivers;Antenna;Bluetooth module,28,90.2,Beginner
laptop,Lenovo,Legion 5,wifi keeps disconnecting every few minutes,Network failure,Wifi card;Network drivers;Antenna;Bluetooth module,38,87.2,Beginner
laptop,Lenovo,Legion 5,can't find any wifi networks,Network failure,Wifi card;Network drivers;Antenna;Bluetooth module,34,87.1,Beginner
laptop,Lenovo,Legion 5,network adapter not detected,Network failure,Wifi card;Network drivers;Antenna;Bluetooth module,21,96.9,Beginner
laptop,Lenovo,Legion 5,keyboard not working some keys,Keyboard failure,Keyboard;Ribbon cable;Keyboard controller,48,91.2,Intermediate
laptop,Lenovo,Legion 5,several keys don't respond when pressed,Keyboard failure,Keyboard;Ribbon cable;Keyboard controller,38,93.5,Intermediate
laptop,Lenovo,Legion 5,keyboard types wrong characters,Keyboard failure,Keyboard;Ribbon cable;Keyboard controller,44,93.2,Intermediate
laptop,Lenovo,Legion 5,spacebar and enter key not working,Keyboard failure,Keyboard;Ribbon cable;Keyboard controller,40,87.5,Intermediate
laptop,Lenovo,Legion 5,liquid spilled on keyboard not working,Keyboard failure,Keyboard;Ribbon cable;Keyboard controller,44,85.1,Intermediate
laptop,Lenovo,Legion 5,no sound speaker audio issue,Audio failure,Speakers;Audio jack;Audio drivers;Sound card,28,87.8,Beginner
laptop,Lenovo,Legion 5,speakers crackling distorted sound,Audio failure,Speakers;Audio jack;Audio drivers;Sound card,37,87.3,Beginner
laptop,Lenovo,Legion 5,microphone not working during calls,Audio failure,Speakers;Audio jack;Audio drivers;Sound card,26,81.2,Beginner
laptop,Lenovo,Legion 5,audio only works with headphones,Audio failure,Speakers;Audio jack;Audio drivers;Sound card,35,81.3,Beginner
laptop,Lenovo,Legion 5,one speaker not working,Audio failure,Speakers;Audio jack;Audio drivers;Sound card,36,80.7,Beginner
laptop,Lenovo,Legion 5,usb ports not working,USB failure,USB ports;Motherboard;USB controller,35,84.1,Intermediate
laptop,Lenovo,Legion 5,usb devices not recognized,USB failure,USB ports;Motherboard;USB controller,43,84.5,Intermediate
laptop,Lenovo,Legion 5,charging port loose not connecting properly,USB failure,USB ports;Motherboard;USB controller,37,90.4,Intermediate
laptop,Lenovo,Legion 5,usb port physically damaged,USB failure,USB ports;Motherboard;USB controller,36,88.0,Intermediate
laptop,Lenovo,Legion 5,some usb ports work others don't,USB failure,USB ports;Motherboard;USB controller,35,91.3,Intermediate
laptop,Lenovo,Legion 5,camera not working,Camera failure,Webcam;Camera cable;Camera drivers,46,84.4,Intermediate
laptop,Lenovo,Legion 5,camera shows black screen,Camera failure,Webcam;Camera cable;Camera drivers,45,88.1,Intermediate
laptop,Lenovo,Legion 5,camera blurry won't focus,Camera failure,Webcam;Camera cable;Camera drivers,37,90.6,Intermediate
laptop,Lenovo,Legion 5,front camera works but rear camera doesn't,Camera failure,Webcam;Camera cable;Camera drivers,35,85.3,Intermediate
laptop,Lenovo,Legion 5,camera app crashes when opened,Camera failure,Webcam;Camera cable;Camera drivers,44,88.0,Intermediate
laptop,Lenovo,Legion 5,hard drive not detected,Storage failure,SSD;HDD;Storage controller;SATA cable,85,65.6,Advanced
